"Data Collection: ID","Data Collection: Data Collection Name","Evaluating Laboratory Name","LabNamePermission","Type of Facility","Country","Other Country","City","Sample Set","Sample Type","Other Sample Type","Sample Population","Other Sample Population","Source Population of Samples","Other Source Population","Reference Method","Other Reference Method","RT-PCR","Reference Test Name","Type of Index Test","Repeats","Other Repeats","Blinding","Other Blinding","Type of Antibody Test","Other Type of Antibody Test","Name of Antibody Test_1","Name of Antibody Test other","AB:Manufacturer_1","AB:Manufacturer other","AB:Catalog Number","AB:Lot Number","Target Marker","Antigen Used for Detection","AB:Sample Type","Other Sample Type AB","AB:Use Case","Other Use Case","AB:Days of Sickness","AB:Total Positive","AB:Total Negative","AB:True Positive","AB:True Negative","AB:Sensitivity","AB:Specificity","AB:Total Positive_early","AB:Total Negative_early","AB:True Positive_early","AB:True Negative_early","AB:Sensitivity_early","AB:Specificity_early","AB:Total Positive_middle","AB:Total Negative_middle","AB:True Positive_middle","AB:True Negative_middle","AB:Sensitivity_middle","AB:Specificity_middle","AB:Total Positive_late","AB:Total Negative_late","AB:True Positive_late","AB:True Negative_late","AB:Sensitivity_late","AB:Specificity_late","AB:Estimated LoD","AB:LoD Unit","Other AB:LoD Unit","AB:Higher_Cut-off","AB:Lower Cut-off","Type of Antigen Test","Other Type of Antigen Test","Name of Antigen Test_1","Name of Antigen Test other","AT:Manufacturer_1","AT:Manufacturer other","AT:Catalog Number","AT:Lot Number","Target Antigen","AT:Sample Type","Other Sample Type AT","AT:Days of Sickness","AT:Total Positive","AT:Total Negative","AT:True Positive","AT:True Negative","AT:Sensitivity","AT:Specificity","AT:Total Positive_early","AT:Total Negative_early","AT:True Negative_early","AT:True Positive_early","AT:Sensitivity_early","AT:Specificity_early","AT:Total Positive_middle","AT:Total Negative_middle","AT:True Positive_middle","AT:True Negative_middle","AT:Sensitivity_middle","AT:Specificity_middle","AT:Total Positive_late","AT:Total Negative_late","AT:True Positive_late","AT:True Negative_late","AT:Sensitivity_late","AT:Specificity_late","AT:Estimated LoD","AT:LoD Unit","Other AT:LoD Unit","AT:Higher Cut-off","AT:Lower Cut-off","Type of Molecular Test","Other Type of Moleculer Test","Name of Molecular Test_2","Name of Molecular Test other","MT:Manufacturer_1","MT:Manufacturer other","MT:Catalog Number","MT:Lot Number","Template Type","RNA Extraction Kit Used","MT:Sample Type","Other Sample Type MT","MT:Days of Sickness","MT:Total Positive","MT:Total Negative","MT:True Positive","MT:True Negative","MT:Sensitivity","MT:Specificity","MT:Total Positive_early","MT:Total Negative_early","MT:True Positive_early","MT:True Negative_early","MT:Sensitivity_early","MT:Specificity_early","MT:Total Positive_middle","MT:Total Negative_middle","MT:True Positive_middle","MT:True Negative_middle","MT:Sensitivity_middle","MT:Specificity_middle","MT:Total Positive_late","MT:Total Negative_late","MT:True Positive_late","MT:True Negative_late","MT:Sensitivity_late","MT:Specificity_late","MT:Estimated LoD","MT:LoD Unit","Other MT:LoD Unit","Ct Value","Results Published","Link to Publication","DOI","Comments"
"a1L1r000008zD67","a1L1r000008zABc","RIVM","Yes","Public Health","Netherlands","","Bilthoven","Retrospective set","Nasopharyngeal swabs; Oropharyngeal swabs","","Confirmed COVID-19 patients","","Mild; Moderate; Severe","","RT-PCR","","Berlin method (Corman et al. 2020)","","Antibody test","Not available","","Not available","","Rapid diagnostic test (RDT)","","Other","DiagnoSure COVID-19 IgG/IgM rapid test cassette","Other","GritOverseas Pte. Ltd","","","IgM","","Serum","","Detection of current infection; Detection of past infection","","Total; Early (~1-7); Intermediate (~8-14); Late (>14)","23","25","12","25","52.0","100.0","7","25","4","","57.0","","6","25","6","","100.0","","10","25","2","","20.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","","",""
"a1L1r000008zD5n","a1L1r000008zABc","RIVM","Yes","Public Health","Netherlands","","Bilthoven","Retrospective set","Nasopharyngeal swabs; Oropharyngeal swabs","","Confirmed COVID-19 patients","","Mild; Moderate; Severe","","RT-PCR","","Berlin method (Corman et al. 2020)","","Antibody test","Not available","","Not available","","Rapid diagnostic test (RDT)","","Other","Acro Biotech COVID-19 Rapid POC test","ACRO Biotech Inc.","","","","IgM","","Serum","","Detection of current infection; Detection of past infection","","Total; Early (~1-7); Intermediate (~8-14); Late (>14)","23","25","12","25","52.0","100.0","7","25","4","","57.0","","6","25","2","","33.0","","10","25","6","","60.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","","",""
"a1L1r000008zD5d","a1L1r000008zABc","RIVM","Yes","Public Health","Netherlands","","Bilthoven","Retrospective set","Nasopharyngeal swabs; Oropharyngeal swabs","","Confirmed COVID-19 patients","","Mild; Moderate; Severe","","RT-PCR","","Berlin method (Corman et al. 2020)","","Antibody test","Not available","","Not available","","Rapid diagnostic test (RDT)","","Covid-19 IgG/IgM Antibody Test","","Other","Biomerica Inc","","","IgM","Nucleocapsid protein","Serum","","Detection of current infection; Detection of past infection","","Total; Early (~1-7); Intermediate (~8-14); Late (>14)","23","25","4","25","17.0","100.0","7","25","3","","43.0","","6","25","1","","17.0","","10","25","0","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","","",""
"a1L1r0000090g3W","a1L1r0000090g3W","General Hospital of Central Theater Command of PLA","Yes","Hospital","China","","Wuhan","Prospectively collected set","Other","Pharyngeal swabs","Symptomatic patients","","Not available","","Clinical examination; RT-PCR","","Undefined method","","Antibody test","Not available","","Not available","","Enzyme-linked immunosorbent assay (ELISA)","","2019-nCoV IgG/IgM Antibody Detection Kit","","Zhuhai Livzon Diagnostics Inc","","","","IgM","Nucleocapsid protein","Serum","","Detection of current infection","","Total; Early (~1-7); Intermediate (~8-14); Late (>14)","238","120","167","117","","","58","","22","","","","69","","53","","","","111","","92","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","https://www.medrxiv.org/content/10.1101/2020.03.06.20031856v1.full.pdf","10.1101/2020.03.06.20031856",""
"a1L1r000008zBuk","a1L1r000008zBuk","Second People's Hospital of Fuyang","Yes","Hospital","China","","Fuyang","Retrospective set","Other","Not available","Confirmed COVID-19 patients","","Mild; Severe; Critical","","Clinical examination; Computed Tomography (CT); RT-PCR","","Undefined method","","Antibody test; Molecular test","Not available","","Not available","","Rapid diagnostic test (RDT)","","2019-nCoV Ab Test (Colloidal Gold) (IgM/IgG Whole Blood/Serum/Plasma Combo)","","Innovita Biological Technology Co. Ltd","","","","IgM","","Serum","","Detection of current infection; Detection of past infection","","Total; Early (~1-7); Intermediate (~8-14); Late (>14)","38","0","19","","50.0","","13","","3","","23.0","","8","","4","","50.0","","23","","12","","52.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Other","Not available","Not available","","Other","Shanghai BioGerm Medical Biotechnology Co., Ltd.","","","Not available","Viral nucleic acid isolation kit from Jiangsu Bioperfectus Technologies Company, Ltd.","Oropharyngeal swabs","","Total; Early (~1-7); Intermediate (~8-14); Late (>14)","38","0","14","","36.8","","13","","9","","69.2","","8","","2","","25.0","","23","","3","","13.0","","","","","","Yes","https://www.medrxiv.org/content/10.1101/2020.03.26.20042044v1","10.1101/2020.03.26.20042044",""
"a1L1r000008zBvi","a1L1r000008zBuk","Second People's Hospital of Fuyang","Yes","Hospital","China","","Fuyang","Retrospective set","Other","Not available","Confirmed COVID-19 patients","","Mild; Severe; Critical","","Clinical examination; Computed Tomography (CT); RT-PCR","","Undefined method","","Antibody test; Molecular test","Not available","","Not available","","Rapid diagnostic test (RDT)","","2019-nCoV Ab Test (Colloidal Gold) (IgM/IgG Whole Blood/Serum/Plasma Combo)","","Innovita Biological Technology Co. Ltd","","","","IgG","","Serum","","Detection of current infection; Detection of past infection","","Total; Early (~1-7); Intermediate (~8-14); Late (>14)","38","0","35","","92.1","","13","","7","","53.8","","8","","7","","87.5","","23","","21","","91.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Other","Not available","Not available","","Other","Shanghai BioGerm Medical Biotechnology Co., Ltd.","","","Not available","Viral nucleic acid isolation kit  from Jiangsu Bioperfectus Technologies Company, Ltd.","Sputum","","Total; Early (~1-7); Intermediate (~8-14); Late (>14)","38","0","29","","76.3","","13","","12","","92.3","","8","","3","","37.5","","23","","14","","60.8","","","","","","Yes","https://www.medrxiv.org/content/10.1101/2020.03.26.20042044v1","10.1101/2020.03.26.20042044",""
"a1L1r000008zC12","a1L1r000008zC0O","Wuhan Jinyintan Hospital","Yes","Hospital","China","","Wuhan","Not available","Other","Not available","Confirmed COVID-19 patients","","Not available","","Other","WHO Interim Guidance","","","Antibody test","Not available","","Not available","","Rapid diagnostic test (RDT)","","Other","Diagnostic Kit for IgM / IgG Antibody to Coronavirus (SARS-CoV-2) (Lateral Flow)","Zhuhai Livzon Diagnostics Inc","","","2001010220","IgM","","Serum","","Not available","","Not available","91","35","52","35","57.1","100.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","https://www.medrxiv.org/content/10.1101/2020.02.27.20028787v1.full.pdf+html","10.1101/2020.02.27.20028787",""
"a1L1r000008zC1M","a1L1r000008zC1C","Guangdong Provincial Key Laboratory of Regional Immunity and Disease","Yes","Public Health","China","","Shenzhen","Not available","Nasopharyngeal swabs; Oropharyngeal swabs","","Confirmed COVID-19 patients","","Moderate","","RT-PCR","","Commercal kit","National Medical Production Administration authorized GeneoDX kit (RT-PCR)","Antibody test","Not available","","Not available","","Enzyme-linked immunosorbent assay (ELISA)","","2019 Novel Coronavirus (2019-nCoV) IgG Antibody Detection Kit (ELISA Method)","","Guangzhou Darui Biotechnology Co.,Ltd","","","","IgG","Nucleocapsid protein","Serum","","Detection of current infection; Detection of past infection","","Total","65","64","15","64","23.0","100.0","","","","","","","","","","","","","","","","","","","","","","As per manufactures instructions","As per manufactures instructions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","https://www.medrxiv.org/content/10.1101/2020.03.27.20045153v1.full.pdf","10.1101/2020.03.27.20045153",""
"a1L1r000008zBw7","a1L1r000008zBw7","Renmin Hospital of Wuhan University","Yes","Hospital","China","","Wuhan","Retrospective set","Other","Not available","Confirmed COVID-19 patients","","Moderate; Severe; Critical","","Clinical examination; Computed Tomography (CT); RT-PCR","","Undefined method","","Antibody test","Not available","","Not available","","Other","Not available","Other","SARS-CoV-2 antibody detection kit","Shenzhen Yhlo Biotech Co. Ltd","","","","IgM","","Serum","","Detection of current infection","","Not available","133","0","105","","78.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","https://www.medrxiv.org/content/10.1101/2020.03.28.20045765v1","10.1101/2020.03.28.20045765",""
"a1L1r000008zCDU","a1L1r000008zCDK","Microbiology Department, Basingstoke & North Hampshire Hospital","Yes","Hospital","Great Britain","","","Not available","Nasopharyngeal swabs; Oropharyngeal swabs","","Not available","","Not available","","RT-PCR","","Validated in-house method","","Molecular test","Not available","","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Manual PCR","","VIASURE SARS-CoV-2 S gene Real Time PCR Detection Kit","","CerTest Biotec, S.L.","","","","Not available","PerkinElmer chemagic Prepito-D (NA Body Fluid kit; plasma protocol)","Nasopharyngeal swabs; Oropharyngeal swabs","","Not available","0","29","","29","","100.0","","","","","","","","","","","","","","","","","","","","","","28.6","No","","","VIASURE 2019-nCoV – S gene target."
"a1L1r000008zCFT","a1L1r000008zCFT","National Infection Service, Public Health England","Yes","Public Health","Great Britain","","","Not available","Other","Respiratory specimen","Not available","","Not available","","RT-PCR","","Validated in-house method","","Molecular test","Not available","","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Manual PCR","","The Novel Coronavirus (2019-nCoV) Nucleic Acid Test Kit","","GeneFirst Ltd","","","","Not available","","Other","Respiratory specimen","Not available","0","195","","195","","100.0","","","","","","","","","","","","","","","","","","","","","","","No","","","Target: orf1ab"
"a1L1r000008zCFY","a1L1r000008zCFT","NIS Laboratories, National Infection Service, Public Health England","Yes","Public Health","Great Britain","","","Not available","Other","Respiratory specimen","Not available","","Not available","","RT-PCR","","Validated in-house method","","Molecular test","Not available","","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Manual PCR","","genesig Real-Time PCR COVID-19","","Novacyt/primerdesign","","Z-Path-COVID-19-CE","","Not available","","Other","Respiratory specimen","Not available","0","195","","195","","100.0","","","","","","","","","","","","","","","","","","","","","","","No","","","Target: RdRp of SARS-CoV-2"
"a1L1r000008zCDZ","a1L1r000008zCFT","NIS Laboratories, National Infection Service, Public Health England","Yes","Public Health","Great Britain","","","Not available","Other","Respiratory specimen","Not available","","Not available","","RT-PCR","","Validated in-house method","","Molecular test","Not available","","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Manual PCR","","RealStar® SARS-CoV-2 RT-PCR Kit","","altona Diagnostics","","","","Not available","","Other","Respiratory specimen","Not available","0","195","","195","","100.0","","","","","","","","","","","","","","","","","","","","","","","No","","","Target: B-ß coronavirus RNA"
"a1L1r000008zCG2","a1L1r000008zCFT","NIS Laboratories, National Infection Service, Public Health England","Yes","Public Health","Great Britain","","","Not available","Other","Respiratory specimen","","","Not available","","RT-PCR","","Validated in-house method","","Molecular test","Duplicates","","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Manual PCR","","Allplex 2019-nCoV assay","","Seegene, Inc.","","#RP10244Y","","Not available","","Other","Respiratory specimen","Not available","0","195","","195","","100.0","","","","","","","","","","","","","","","","","","","","","","","No","","","Target: SARS-CoV-2 RdRP and N genes"
"a1L1r000008zCFs","a1L1r000008zCFs","Department of Virology, Manchester Medical Microbiology Partnership, Manchester Royal Infirmary","Yes","Public Health","Great Britain","","Manchester","Not available","Nasopharyngeal swabs; Oropharyngeal swabs; Sputum","","Not available","","Not available","","RT-PCR","","Validated in-house method","","Molecular test","Not available","","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Integrated system","","Other","Coronavirus LightMix® Modular SARS and Wuhan CoV E-gene assay","Other","Roche Ltd","09155368001","","Not available","Magna Pure 96 using the Pathogen Universal protocol 200 v4.0","Nasopharyngeal swabs; Oropharyngeal swabs; Sputum","","Not available","15","150","15","150","100.0","100.0","","","","","","","","","","","","","","","","","","","","","","","No","","",""
"a1L1r000008zCEr","a1L1r000008zCFT","NIS Laboratories, National Infection Service, Public Health England","Yes","Public Health","Great Britain","","","Not available","Other","Respiratory specimen","Not available","","Not available","","RT-PCR","","Validated in-house method","","Molecular test","Not available","","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Integrated system","","SARS-CoV-2, Influenza and RSV 8-well","","AusDiagnostics","","#20619","","Not available","","Other","Respiratory specimen","Not available","0","195","","195","","100.0","","","","","","","","","","","","","","","","","","","","","","","No","","","Target: SARS-CoV-2 Orf1ab"
"a1L1r0000090gaY","a1L1r0000090gaY","Bacteriology and Hygiene Bicetre Laboratory Hospital","Yes","Hospital","France","","Kremlin-Bicêtre","Retrospective set","Nasopharyngeal swabs","","Confirmed COVID-19 patients","","Mild; Moderate; Severe; Critical","","RT-PCR","","Berlin method (Corman et al. 2020)","","Antibody test","No replicates","","Blinded to reference results","","Rapid diagnostic test (RDT)","","Novel Coronavirus (2019-nCov)Antibody IgG/IgM Assay Kit (Colloidal Gold)","","Avioq Bio-Tech Co., Ltd","","","20200201","IgG; IgM","","Serum","","Detection of current infection","","Total; Late (>14)","244","238","166","225","68.0","94.5","","","","","","","","","","","","","243","","223","","91.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","","",""
"a1L1r000008zCJf","a1L1r000008zCJf","Ospedale Policlinico Consorziale of Bari","Yes","Public Health","Italy","","Bari","Prospectively collected set","Oropharyngeal swabs","","Symptomatic patients","","Asymptomatic; Moderate","","RT-PCR","","WHO method","","Antibody test","Other","","Other","","Rapid diagnostic test (RDT)","","Other","SARS-CoV-2 rapid IgG-IgM Viva-DiagTM Test combined antibody test kit","Other","Jiangsu Medomics Medical Technologies","","","IgG; IgM","","Whole blood","","Detection of current infection; Detection of past infection","","Total","70","120","21","107","30.0","89.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","https://www.medrxiv.org/content/10.1101/2020.04.03.20052183v1","10.1101/2020.04.03.20052183",""
"a1L1r000008zCDK","a1L1r000008zCDK","Microbiology Department, Basingstoke & North Hampshire Hospital","Yes","Hospital","Great Britain","","","Not available","Nasopharyngeal swabs; Oropharyngeal swabs","","Not available","","Not available","","RT-PCR","","Validated in-house method","","Molecular test","Not available","","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Manual PCR","","genesig Real-Time PCR COVID-19","","Novacyt/primerdesign","","","","Not available","PerkinElmer chemagic Prepito-D (NA Body Fluid kit; plasma protocol)","Nasopharyngeal swabs; Oropharyngeal swabs","","Not available","4","53","4","53","100.0","100.0","","","","","","","","","","","","","","","","","","","","","","28.3","No","","","Target: RdRP gene target"
"a1L1r000008zCF9","a1L1r000008zCFT","NIS Laboratories, National Infection Service, Public Health England","Yes","Public Health","Great Britain","","","Not available","Nasopharyngeal swabs; Oropharyngeal swabs","Respiratory specimen","Not available","","Not available","","RT-PCR","","Validated in-house method","","Molecular test","Not available","","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Integrated system","","EasyScreenTM Pan-Coronavirus/SARS-CoV-2 Detection Kit","","Genetic Signatures Limited","","RP010-HT","","Not available","","Other","Respiratory specimen","Not available","0","195","","195","","100.0","","","","","","","","","","","","","","","","","","","","","","","No","","","Target: E-gene"
"a1L1r000008zCFn","a1L1r000008zCFT","National Infection Service, Public Health England","Yes","Public Health","Great Britain","","","Not available","Other","Respiratory specimen","Not available","","Not available","","RT-PCR","","Validated in-house method","","Molecular test","Not available","","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Integrated system","","Extended Coronavirus Array (lab-based or near-POC)","","Randox Laboratories Ltd","","EV4418","","Not available","","Other","Respiratory specimen","Not available","0","195","","195","","100.0","","","","","","","","","","","","","","","","","","","","","","","No","","",""
"a1L1r0000090gai","a1L1r0000090gai","Bacteriology and Hygiene Bicetre Laboratory Hospital","Yes","Hospital","France","","Kremlin-Bicêtre","Retrospective set","Nasopharyngeal swabs","","Confirmed COVID-19 patients","","Mild; Moderate; Severe; Critical","","RT-PCR","","Berlin method (Corman et al. 2020)","","Antibody test","No replicates","","Blinded to reference results","","Rapid diagnostic test (RDT) with reader","","Other","Finecare SARS-CoV-2 Antibody test","Guangzhou Wondfo Biotech Co., Ltd","","W276","F27614309AD","Total Ig","","Serum","","Detection of current infection","","Total; Late (>14)","249","248","195","244","78.3","98.4","","","","","","","","","","","","","249","","237","","95.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","","",""
"a1L1r000008zCO1","a1L1r000008zCO1","First Affiliated Hospital of Guangzhou Medical University","Yes","Hospital","China","","Guangzhou","Prospectively collected set","Nasopharyngeal swabs; Serum","","Symptomatic patients","","Not available","","Clinical examination; Computed Tomography (CT); RT-PCR","","Undefined method","","Antibody test","Not available","","Not available","","Rapid diagnostic test (RDT)","","Other","SARS‐CoV‐2 rapid IgG‐IgM combined antibody test kit","Other","Jiangsu Medomics Medical Technologies","","","IgG; IgM","","Plasma; Serum","","Detection of current infection","","Total","397","128","352","116","88.7","90.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","https://onlinelibrary.wiley.com/doi/abs/10.1002/jmv.25727","10.1002/jmv.25727","Note, manufacturer is among authors."
"a1L1r000008zCMt","a1L1r000008zC0O","Wuhan Jinyintan Hospital","Yes","Hospital","China","","Wuhan","Not available","Other","Not available","Confirmed COVID-19 patients","","Not available","","Other","WHO Interim Guidance","","","Antibody test","Duplicates","","Not available","","Enzyme-linked immunosorbent assay (ELISA)","","2019-nCoV IgG/IgM Antibody Detection Kit","","Zhuhai Livzon Diagnostics Inc","","","2020010108","IgG","","Serum","","Not available","","Not available","63","35","52","35","82.5","100.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","https://www.medrxiv.org/content/10.1101/2020.02.27.20028787v1.full.pdf+html","10.1101/2020.02.27.20028787",""
"a1L1r000008zCMo","a1L1r000008zC0O","Wuhan Jinyintan Hospital","Yes","Hospital","China","","Wuhan","Not available","Other","Not available","Confirmed COVID-19 patients","","Not available","","Other","WHO Interim Guidance","","","Antibody test","Duplicates","","Not available","","Enzyme-linked immunosorbent assay (ELISA)","","2019-nCoV IgG/IgM Antibody Detection Kit","","Zhuhai Livzon Diagnostics Inc","","","2020010108","IgM","","Serum","","Not available","","Not available","63","35","28","35","44.4","100.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","https://www.medrxiv.org/content/10.1101/2020.02.27.20028787v1.full.pdf+html","10.1101/2020.02.27.20028787",""
"a1L1r000008zCN8","a1L1r000008zBzG","Molecular Virology Unit, Microbiology and Virology Department, Fondazione IRCCS Policlinico San Matteo","Yes","","Italy","","Pavia","Prospectively collected set","Nasopharyngeal swabs","","Confirmed COVID-19 patients","","Not available","","RT-PCR","","WHO method","","Antibody test","Not available","","Not available","","Rapid diagnostic test (RDT)","","VivaDiag COVID-19 IgM/IgG Rapid Test","","VivaChek Biotech (Hangzhou) Co., Ltd","","","","IgG","","Serum; Whole blood","","Detection of past infection","","Total","30","30","24","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","https://onlinelibrary.wiley.com/doi/10.1002/jmv.25800","10.1002/jmv.25800","Serum samples were obtained at a median 7 days (interquartile range, 4‐11) after the first COVID‐19 positive result."
"a1L1r0000090iri","a1L1r0000090iFy","University Hospital RWTH","Yes","Hospital","Germany","","Aachen","Prospectively collected set","Other","Not available","Symptomatic patients","","Not available","","RT-PCR","","Undefined method","","Antibody test","Not available","","Not available","","Other","Chip-Immunoblot","Other","SARS-CoV-2 Virachip IgG","Other","Viramed Biotech AG","","","IgG","","Serum","","Detection of current infection","","Total; Intermediate (~8-14)","","53","","53","","100.0","","","","","","","22","","17","","77.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7189838/","10.1016/j.jcv.2020.104394",""
"a1L1r000008zCMy","a1L1r000008zC0O","Wuhan Jinyintan Hospital","Yes","Hospital","China","","Wuhan","Not available","Other","Not available","Confirmed COVID-19 patients","","Not available","","Other","WHO Interim Guidance","","","Antibody test","Duplicates","","Not available","","Enzyme-linked immunosorbent assay (ELISA)","","2019-nCoV IgG/IgM Antibody Detection Kit","","Zhuhai Livzon Diagnostics Inc","","","2020010108","IgG; IgM","","Serum","","Not available","","Not available","63","35","55","35","87.3","100.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","https://www.medrxiv.org/content/10.1101/2020.02.27.20028787v1.full.pdf+html","10.1101/2020.02.27.20028787",""
"a1L1r0000090irY","a1L1r0000090iFy","University Hospital RWTH","Yes","Hospital","Germany","","Aachen","Prospectively collected set","Other","Not available","Symptomatic patients","","Not available","","RT-PCR","","Undefined method","","Antibody test","Not available","","Not available","","Enzyme-linked immunosorbent assay (ELISA)","","EDI™ Novel Coronavirus COVID-19 IgG ELISA Kit","","Epitope Diagnostics, Inc.","","","","IgG","","Serum","","Detection of current infection","","Total; Intermediate (~8-14)","","53","","47","","88.7","","","","","","","22","","22","","100.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7189838/","10.1016/j.jcv.2020.104394",""
"a1L1r000008brGP","a1L1r000008brEY","National Institute for Communicable Diseases (NICD)","Yes","Public Health","South Africa","","","Not available","Nasopharyngeal swabs","","Not available","","Not available","","RT-PCR","","Commercal kit","Seegene","Molecular test","No replicates","","Not available","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Manual PCR","","Bosphore Novel Coronavirus (2019-nCoV) Detection Kit","","Anatolia Geneworks","","","","Not available","MagnaPure 96","Nasopharyngeal swabs","","Not available","6","","3","","","","","","","","","","","","","","","","","","","","","","","","","","No","","","LoD: below 13 copies/uL"
